arch_cd,arch_nm,describe,arch_type,parent,child_flg,max_level,arch_group,fault_type,useflg,created_at,updated_at,uncheck
KB2001,KB63键盘,,3,KB20,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
KB20C1,KB63键盘控制卡,,3,KB20,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
KB20K1,KB63键盘锁,,3,KB20,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
KB20L1,KB63键盘软排线,,3,KB20,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
KB20L2,KB63键盘数据线（PS/2）,,3,KB20,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
KB20L3,KB63键盘开关指示灯连接线,,3,KB20,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
KB2P,2P,,2,KB,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
KB2P00,KB101B键盘,,3,KB2P,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
KB2P01,KB101B键盘,,3,KB2P,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
KB2PL1,KB101B键盘数据线,,3,KB2P,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
KB50,50,,2,KB,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
KB5000,TFP5000键盘,,3,KB50,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
KB50K1,TFP5000键盘控制锁,,3,KB50,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
KB60,60,,2,KB,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
KB6000,PST6000键盘,,3,KB60,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
KB60C1,PST6000键盘控制卡,,3,KB60,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
KB70,70,,2,KB,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
KB7000,KB60D-21,,3,KB70,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
KB91,91,,2,KB,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
KB9100,KB95E键盘,,3,KB91,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
KB9101,KB95E键盘,,3,KB91,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
KB91L1,KB95E键盘数据线,,3,KB91,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
KB95,95,,2,KB,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
KB9500,KB95键盘,,3,KB95,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
KB9501,KB95键盘,,3,KB95,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
KB95L1,KB95键盘数据线,,3,KB95,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
KB9B,9B,,2,KB,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
KB9B00,KB-P95B键盘,,3,KB9B,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
KB9B01,KB-P95B键盘,,3,KB9B,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
KB9BL1,KB-P95B键盘数据线,,3,KB9B,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
L,扫描设备故障,,1,%,1,1,3,BS,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
L1,设置,条码格式转换（如初始化、13转12、12转13）|用对应设置码设置,2,L,0,1,3,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
L2,托架,托架内磁铁丢失|直观,2,L,0,1,3,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
L3,数据线断针,PS/2接口断针|直观,2,L,0,1,3,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
L4,老化,反应灵敏度差|直观,2,L,0,1,3,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
M,UPS故障,,1,%,1,1,3,UP,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
M1,UPS,包括无法充电、没有输出电压|用万用表测量其好坏,2,M,0,1,3,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
M2,保险丝,更换保险丝|用万用表测量其好坏,2,M,0,1,3,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
M3,开关,UPS开关按钮|直观,2,M,0,1,3,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MB,主板,,1,%,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MB00,00,,2,MB,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MB0000,纽扣电池（3V),,3,MB00,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MB50,50,,2,MB,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MB5000,TFP5000主板,,3,MB50,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MB5001,TFP5000S主板,,3,MB50,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MB60,60,,2,MB,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MB6000,PST6000主板,,3,MB60,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MB6Q,MB6QA9四核主板,,2,MB,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MB6QA9,MB6QA9四核主板,,3,MB6Q,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MB70,70,,2,MB,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MB7000,TFP7000主板,,3,MB70,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MB7001,TFP7000 LED型主板,,3,MB70,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MBC3,C3,,2,MB,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MBC300,C3VCM2/6,,3,MBC3,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MBC7,C7,,2,MB,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MBC700,C7VCM6,,3,MBC7,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MBDL,MBDLA9双核主板,,2,MB,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MBDLA9,MBDLA9双核主板,,3,MBDL,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MBID,ID,,2,MB,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MBID00,Intel D525,,3,MBID,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MBJ1,J1900,,2,MB,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MBML,ML,,2,MB,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MBML00,ML8000A,,3,MBML,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MBPD,PD,,2,MB,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MBPD00,PD10000(套件),,3,MBPD,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MBPD01,PD10000,,3,MBPD,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MBPD02,LVDS转接卡（PD10000用）,,3,MBPD,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MBV8,V8,,2,MB,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MBV800,V8000,,3,MBV8,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MBVB,VB,,2,MB,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MBVB00,VB7007,,3,MBVB,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD,MODEM,第5位：“P”为电源类；“L”为线材类。,1,%,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD00,00,,2,MD,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD00L1,通用外置modem COM口数据线,,3,MD00,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD13,13,,2,MD,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD1300,I-1300MODEM（套件）,,3,MD13,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD1301,I-1300MODEM,,3,MD13,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD1302,I-1300MODEM天线,,3,MD13,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD13P1,I-1300MODEM电源,,3,MD13,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD3G,3G,,2,MD,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD3G00,A12E 3G路由器(套件),,3,MD3G,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD3G01,A12E 3G路由器,,3,MD3G,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD3GL1,A12E 3G路由器USB充电线,,3,MD3G,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD3GP1,A12E 3G路由器USB适配器,,3,MD3G,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD4A,4A,,2,MD,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD4A00,WE828 4G全网通路由器(套件),,3,MD4A,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD4A01,WE828 4G全网通路由器,,3,MD4A,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD4AL1,WE828 4G全网通路由器2.4G天线,,3,MD4A,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD4AP1,WE828 4G全网通路由器电源适配器,,3,MD4A,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD4G,4G,,2,MD,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD4G00,WE826-T 4G全网通路由器(套件),,3,MD4G,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD4G01,WE826-T 4G全网通路由器,,3,MD4G,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD4GL1,WE826-T 4G全网通路由器wifi天线,,3,MD4G,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD4GL2,WE826-T 4G全网通路由器2.4G天线,,3,MD4G,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD4GP1,WE826-T 4G全网通路由器电源适配器,,3,MD4G,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD50,50,,2,MD,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD5000,TFP5000 MODEM多功能板,,3,MD50,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD50L1,TFP5000电话转接线,,3,MD50,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD50L2,TFP5000USB转接线,,3,MD50,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD50L3,TFP5000PS/2转接线,,3,MD50,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD50L4,TFP5000手写板转接线,,3,MD50,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD50L5,TFP5000网口转接线,,3,MD50,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD50L6,TFP5000串口转接线,,3,MD50,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD50L7,TFP5000Modem多功能版转接线,,3,MD50,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD56,56,,2,MD,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD5600,I-56R MODEM（套件）,,3,MD56,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD5601,I-56R MODEM,,3,MD56,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD56P1,I-56R MODEM电源,,3,MD56,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD90,90,,2,MD,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD9000,Industry 900（套件）,,3,MD90,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD9001,Industry 900,,3,MD90,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD90P1,Industry 900电源,,3,MD90,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD91,91,,2,MD,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD9100,Industry 900+（套件）,,3,MD91,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD9101,Industry 900+,,3,MD91,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MD91P1,Industry 900+电源,,3,MD91,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MDLA,LA,,2,MD,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MDLA00,内置网卡,,3,MDLA,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MDPM,PM,,2,MD,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MDPM00,内MODEM,,3,MDPM,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MDTF,TF,,2,MD,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MDTF00,ENET850/-TF（定制/外猫内置）,,3,MDTF,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MDTFL1,ENET850/-TF数据线,,3,MDTF,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MDTP,TP,,2,MD,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MDTP00,TP-LINK MODEM（套件）,,3,MDTP,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MDTP01,TP-LINK MODEM,,3,MDTP,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MDTPP1,TP-LINK MODEM电源,,3,MDTP,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MDUS,US,,2,MD,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MDUS01,YK-56USB,,3,MDUS,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MDUS02,USB-56R,,3,MDUS,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MDUS03,BL-56USB,,3,MDUS,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MDWZ,WZ,,2,MD,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MDWZ00,ENET850（套件）,,3,MDWZ,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MDWZ01,ENET850,,3,MDWZ,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MDWZP1,ENET850电源,,3,MDWZ,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MDYK,YK,,2,MD,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MDYK00,YK-56R(套件),,3,MDYK,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MDYK01,YK-56R,,3,MDYK,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MDYK02,YK-56RN,,3,MDYK,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MDYK03,YK-56RN(套件),,3,MDYK,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MDYKP1,YK-56R电源,,3,MDYK,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MDYKP2,YK-56RN电源,,3,MDYK,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MK,多功能模块,,1,%,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MK00,00,,2,MK,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MK0000,TFP5000键盘转接卡,,3,MK00,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MK0001,TFP5000多功能转换卡,,3,MK00,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MK0002,TFP5000键盘转接卡转接线,,3,MK00,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MK0003,9835串口卡,,3,MK00,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MK0004,USB转COM线（JARA2201）,,3,MK00,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MK0005,PS2转COM线,,3,MK00,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MK0006,TFP7000通讯板,,3,MK00,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MM,内存,,1,%,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MMAD,AD,,2,MM,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MMAD1G,安卓双屏1G内存,,3,MMAD,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MMAD2G,安卓双屏2G内存,,3,MMAD,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MMD2,D2,,2,MM,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MMD201,innodisk DDR2 1G,,3,MMD2,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MMD21G,DDR2 800 1G,,3,MMD2,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MMD3,D3,,2,MM,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MMD31G,Innodisk DDR3 1G,,3,MMD3,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MMDR,DR,,2,MM,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MMDR12,DDR 333 512M,,3,MMDR,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MMDR1G,DDR 333 1G,,3,MMDR,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MMDR28,128M内存(DDR),,3,MMDR,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MMDR56,DDR 333 256M,,3,MMDR,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MMSD,SD,,2,MM,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MMSD28,128M内存(SD),,3,MMSD,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MMSD32,32M内存(SD),,3,MMSD,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MMSD56,256M内存(SD),,3,MMSD,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MMSD64,64M内存(SD),,3,MMSD,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MT,显示器,第5位：“P”为电源类；“L”为线材类。,1,%,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MT10,10,,2,MT,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MT1000,安卓10寸主屏,,3,MT10,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MT12,12,,2,MT,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MT1200,12”液晶显示器,,3,MT12,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MT1201,12”液晶显示器电源适配器,,3,MT12,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MT14,14,,2,MT,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MT1400,安卓14寸主屏,,3,MT14,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MT50,50,,2,MT,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MT5000,TFP5000主显屏,,3,MT50,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MT60,60,,2,MT,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MT6000,PST6000显示器,,3,MT60,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MT70,70,,2,MT,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MT7000,7寸液晶屏（TFP7000显示器）,,3,MT70,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MT7001,7寸LED型液晶屏（TFP7000显示器）,,3,MT70,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MT70L1,7寸液晶屏（TFP7000显示器）数据线,,3,MT70,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MT70L2,7寸LED型液晶屏（TFP7000显示器）数据线,,3,MT70,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MTHH,HH,,2,MT,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MTHH00,HHL1018A(HH)液晶显示器(套件),,3,MTHH,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MTHH01,HHL1018A(HH)液晶显示器,,3,MTHH,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MTHHL1,HHL1018A(HH)液晶显示器电源线,,3,MTHH,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MTHM,HM,,2,MT,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MTHM00,HM1098显示器,,3,MTHM,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MTPC,PC,,2,MT,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MTPC00,PC显示器,,3,MTPC,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MTTM,TM,,2,MT,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MTTM00,TM-9AF,,3,MTTM,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MTW2,W2,,2,MT,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MTW200,铭速12寸液晶显示器（套件）,,3,MTW2,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MTW201,铭速12寸液晶显示器,,3,MTW2,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MTW2P1,铭速12寸液晶显示器电源适配器,,3,MTW2,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MTZQ,ZQ,,2,MT,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
MTZQ00,ZQ-09A显示器,,3,MTZQ,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT,打印设备,第5位：“P”为电源类；“L”为线材类。,1,%,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT00,00,,2,PT,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT00L1,热敏打印机数据线,,3,PT00,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT00L2,针式打印机数据线,,3,PT00,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT20,20,,2,PT,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT2000,POS2000打印机（套件）,,3,PT20,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT2001,POS2000打印机,,3,PT20,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT20P1,POS2000打印机适配器,,3,PT20,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT21,21,,2,PT,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT2100,BS-210KII打印机（套件）,,3,PT21,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT2101,BS-210KII打印机,,3,PT21,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT21P1,BS-210KII打印机适配器,,3,PT21,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT22,22,,2,PT,1,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT2200,AB-220K打印机（套件）,,3,PT22,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT2201,AB-220K打印机,,3,PT22,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
PT22P1,AB-220K打印机适配器,,3,PT22,0,2,2,,1,2026-05-08 04:35:23.835955,2026-05-08 04:35:23.835955,
